Week;Seizoenspatroon met marges;Ondergrens;Bovengrens;VR naam;VR Code
2020 week 1;120;97;143;Groningen;VR01
2020 week 2;122;99;146;Groningen;VR01
2020 week 3;124;98;150;Groningen;VR01
2020 week 4;126;98;154;Groningen;VR01
2020 week 5;126;99;154;Groningen;VR01
2020 week 6;127;102;153;Groningen;VR01
2020 week 7;128;100;155;Groningen;VR01
2020 week 8;125;96;154;Groningen;VR01
2020 week 9;124;95;153;Groningen;VR01
2020 week 10;124;98;149;Groningen;VR01
2020 week 11;121;99;144;Groningen;VR01
2020 week 12;119;95;144;Groningen;VR01
2020 week 13;117;93;141;Groningen;VR01
2020 week 14;113;91;134;Groningen;VR01
2020 week 15;112;91;132;Groningen;VR01
2020 week 16;110;90;131;Groningen;VR01
2020 week 17;107;84;130;Groningen;VR01
2020 week 18;105;80;131;Groningen;VR01
2020 week 19;104;79;130;Groningen;VR01
2020 week 20;103;78;128;Groningen;VR01
2020 week 21;102;78;126;Groningen;VR01
2020 week 22;102;78;125;Groningen;VR01
2020 week 23;102;79;125;Groningen;VR01
2020 week 24;102;80;123;Groningen;VR01
2020 week 25;104;86;121;Groningen;VR01
2020 week 26;104;86;122;Groningen;VR01
2020 week 27;103;84;122;Groningen;VR01
2020 week 28;104;83;125;Groningen;VR01
2020 week 29;104;83;125;Groningen;VR01
2020 week 30;101;82;120;Groningen;VR01
2020 week 31;100;80;121;Groningen;VR01
2020 week 32;100;78;121;Groningen;VR01
2020 week 33;96;74;119;Groningen;VR01
2020 week 34;96;74;118;Groningen;VR01
2020 week 35;96;75;117;Groningen;VR01
2020 week 36;97;77;117;Groningen;VR01
2020 week 37;99;79;119;Groningen;VR01
2020 week 38;100;81;120;Groningen;VR01
2020 week 39;101;81;121;Groningen;VR01
2020 week 40;103;86;120;Groningen;VR01
2020 week 41;104;88;120;Groningen;VR01
2020 week 42;104;88;120;Groningen;VR01
2020 week 43;106;90;121;Groningen;VR01
2020 week 44;107;89;125;Groningen;VR01
2020 week 45;108;89;127;Groningen;VR01
2020 week 46;109;89;129;Groningen;VR01
2020 week 47;110;89;132;Groningen;VR01
2020 week 48;112;91;133;Groningen;VR01
2020 week 49;113;92;135;Groningen;VR01
2020 week 50;114;91;137;Groningen;VR01
2020 week 51;116;92;141;Groningen;VR01
2020 week 52;117;93;141;Groningen;VR01
2020 week 53;119;96;143;Groningen;VR01
2021 week 1;121;98;144;Groningen;VR01
2021 week 2;124;100;147;Groningen;VR01
2021 week 3;125;99;151;Groningen;VR01
2021 week 4;127;99;155;Groningen;VR01
2021 week 5;128;100;155;Groningen;VR01
2021 week 6;129;103;154;Groningen;VR01
2021 week 7;129;102;157;Groningen;VR01
2021 week 8;126;97;155;Groningen;VR01
2021 week 9;125;97;154;Groningen;VR01
2021 week 10;125;100;150;Groningen;VR01
2021 week 11;123;100;145;Groningen;VR01
2021 week 12;121;97;145;Groningen;VR01
2021 week 13;118;94;142;Groningen;VR01
2021 week 14;114;93;135;Groningen;VR01
2021 week 15;113;92;133;Groningen;VR01
2021 week 16;111;91;132;Groningen;VR01
2021 week 17;108;85;131;Groningen;VR01
2021 week 18;106;81;132;Groningen;VR01
2021 week 19;105;80;131;Groningen;VR01
2021 week 20;104;79;129;Groningen;VR01
2021 week 21;103;79;127;Groningen;VR01
2021 week 22;102;79;126;Groningen;VR01
2021 week 23;103;80;126;Groningen;VR01
2021 week 24;103;81;124;Groningen;VR01
2021 week 25;105;87;122;Groningen;VR01
2021 week 26;105;87;123;Groningen;VR01
2021 week 27;104;85;123;Groningen;VR01
2021 week 28;105;84;126;Groningen;VR01
2021 week 29;105;84;126;Groningen;VR01
2021 week 30;102;83;121;Groningen;VR01
2021 week 31;101;81;122;Groningen;VR01
2021 week 32;100;79;122;Groningen;VR01
2021 week 33;97;75;120;Groningen;VR01
2021 week 34;97;75;119;Groningen;VR01
2021 week 35;97;76;118;Groningen;VR01
2021 week 36;98;78;118;Groningen;VR01
2021 week 37;100;80;120;Groningen;VR01
2021 week 38;101;82;121;Groningen;VR01
2021 week 39;102;82;122;Groningen;VR01
2021 week 40;104;87;121;Groningen;VR01
2021 week 41;105;89;121;Groningen;VR01
2021 week 42;105;89;121;Groningen;VR01
2021 week 43;107;91;122;Groningen;VR01
2021 week 44;108;90;126;Groningen;VR01
2021 week 45;109;90;128;Groningen;VR01
2021 week 46;110;90;130;Groningen;VR01
2021 week 47;111;90;133;Groningen;VR01
2021 week 48;113;92;134;Groningen;VR01
2021 week 49;114;93;136;Groningen;VR01
2021 week 50;115;93;138;Groningen;VR01
2021 week 51;117;93;142;Groningen;VR01
2021 week 52;118;95;142;Groningen;VR01
2020 week 1;133;101;165;Fryslân;VR02
2020 week 2;135;105;164;Fryslân;VR02
2020 week 3;136;104;168;Fryslân;VR02
2020 week 4;139;112;167;Fryslân;VR02
2020 week 5;139;111;168;Fryslân;VR02
2020 week 6;138;111;165;Fryslân;VR02
2020 week 7;139;111;167;Fryslân;VR02
2020 week 8;139;112;166;Fryslân;VR02
2020 week 9;139;107;171;Fryslân;VR02
2020 week 10;139;107;172;Fryslân;VR02
2020 week 11;138;107;169;Fryslân;VR02
2020 week 12;135;104;165;Fryslân;VR02
2020 week 13;133;102;165;Fryslân;VR02
2020 week 14;130;101;160;Fryslân;VR02
2020 week 15;128;99;156;Fryslân;VR02
2020 week 16;125;98;152;Fryslân;VR02
2020 week 17;120;95;146;Fryslân;VR02
2020 week 18;120;94;145;Fryslân;VR02
2020 week 19;118;95;141;Fryslân;VR02
2020 week 20;117;95;139;Fryslân;VR02
2020 week 21;114;90;139;Fryslân;VR02
2020 week 22;114;92;136;Fryslân;VR02
2020 week 23;114;93;135;Fryslân;VR02
2020 week 24;115;96;134;Fryslân;VR02
2020 week 25;115;96;133;Fryslân;VR02
2020 week 26;115;98;133;Fryslân;VR02
2020 week 27;114;98;131;Fryslân;VR02
2020 week 28;114;99;129;Fryslân;VR02
2020 week 29;114;99;129;Fryslân;VR02
2020 week 30;113;98;128;Fryslân;VR02
2020 week 31;112;95;129;Fryslân;VR02
2020 week 32;111;93;129;Fryslân;VR02
2020 week 33;111;93;129;Fryslân;VR02
2020 week 34;112;91;132;Fryslân;VR02
2020 week 35;111;91;132;Fryslân;VR02
2020 week 36;111;90;133;Fryslân;VR02
2020 week 37;112;90;133;Fryslân;VR02
2020 week 38;114;93;135;Fryslân;VR02
2020 week 39;115;94;136;Fryslân;VR02
2020 week 40;116;93;138;Fryslân;VR02
2020 week 41;117;97;136;Fryslân;VR02
2020 week 42;120;100;140;Fryslân;VR02
2020 week 43;121;100;142;Fryslân;VR02
2020 week 44;121;102;141;Fryslân;VR02
2020 week 45;121;101;141;Fryslân;VR02
2020 week 46;121;102;140;Fryslân;VR02
2020 week 47;124;104;143;Fryslân;VR02
2020 week 48;124;105;144;Fryslân;VR02
2020 week 49;122;98;147;Fryslân;VR02
2020 week 50;125;100;150;Fryslân;VR02
2020 week 51;129;102;155;Fryslân;VR02
2020 week 52;131;103;158;Fryslân;VR02
2020 week 53;133;103;162;Fryslân;VR02
2021 week 1;134;102;166;Fryslân;VR02
2021 week 2;136;107;166;Fryslân;VR02
2021 week 3;138;105;170;Fryslân;VR02
2021 week 4;141;113;168;Fryslân;VR02
2021 week 5;141;112;169;Fryslân;VR02
2021 week 6;139;112;166;Fryslân;VR02
2021 week 7;140;112;168;Fryslân;VR02
2021 week 8;140;114;167;Fryslân;VR02
2021 week 9;140;108;172;Fryslân;VR02
2021 week 10;141;108;173;Fryslân;VR02
2021 week 11;139;108;170;Fryslân;VR02
2021 week 12;136;105;167;Fryslân;VR02
2021 week 13;135;103;166;Fryslân;VR02
2021 week 14;132;102;162;Fryslân;VR02
2021 week 15;129;100;158;Fryslân;VR02
2021 week 16;126;99;153;Fryslân;VR02
2021 week 17;122;96;147;Fryslân;VR02
2021 week 18;121;96;146;Fryslân;VR02
2021 week 19;119;96;142;Fryslân;VR02
2021 week 20;118;96;141;Fryslân;VR02
2021 week 21;116;91;140;Fryslân;VR02
2021 week 22;115;93;138;Fryslân;VR02
2021 week 23;115;94;136;Fryslân;VR02
2021 week 24;116;97;135;Fryslân;VR02
2021 week 25;116;97;134;Fryslân;VR02
2021 week 26;117;99;134;Fryslân;VR02
2021 week 27;116;99;132;Fryslân;VR02
2021 week 28;115;100;130;Fryslân;VR02
2021 week 29;115;100;130;Fryslân;VR02
2021 week 30;114;99;129;Fryslân;VR02
2021 week 31;113;96;130;Fryslân;VR02
2021 week 32;112;94;130;Fryslân;VR02
2021 week 33;112;94;130;Fryslân;VR02
2021 week 34;113;92;134;Fryslân;VR02
2021 week 35;112;92;133;Fryslân;VR02
2021 week 36;112;91;134;Fryslân;VR02
2021 week 37;113;91;135;Fryslân;VR02
2021 week 38;115;94;136;Fryslân;VR02
2021 week 39;116;95;137;Fryslân;VR02
2021 week 40;117;94;139;Fryslân;VR02
2021 week 41;118;98;138;Fryslân;VR02
2021 week 42;122;102;141;Fryslân;VR02
2021 week 43;122;101;143;Fryslân;VR02
2021 week 44;123;103;142;Fryslân;VR02
2021 week 45;122;102;143;Fryslân;VR02
2021 week 46;122;104;141;Fryslân;VR02
2021 week 47;125;105;144;Fryslân;VR02
2021 week 48;125;106;145;Fryslân;VR02
2021 week 49;124;99;148;Fryslân;VR02
2021 week 50;126;101;151;Fryslân;VR02
2021 week 51;130;103;157;Fryslân;VR02
2021 week 52;132;104;159;Fryslân;VR02
2020 week 1;112;90;134;Drenthe;VR03
2020 week 2;113;90;136;Drenthe;VR03
2020 week 3;113;89;137;Drenthe;VR03
2020 week 4;116;91;141;Drenthe;VR03
2020 week 5;116;89;143;Drenthe;VR03
2020 week 6;116;86;145;Drenthe;VR03
2020 week 7;115;85;146;Drenthe;VR03
2020 week 8;114;81;148;Drenthe;VR03
2020 week 9;112;80;144;Drenthe;VR03
2020 week 10;112;81;143;Drenthe;VR03
2020 week 11;110;82;138;Drenthe;VR03
2020 week 12;107;81;133;Drenthe;VR03
2020 week 13;105;83;128;Drenthe;VR03
2020 week 14;103;85;121;Drenthe;VR03
2020 week 15;102;88;116;Drenthe;VR03
2020 week 16;101;85;117;Drenthe;VR03
2020 week 17;100;86;114;Drenthe;VR03
2020 week 18;98;83;113;Drenthe;VR03
2020 week 19;98;83;114;Drenthe;VR03
2020 week 20;97;79;115;Drenthe;VR03
2020 week 21;96;79;114;Drenthe;VR03
2020 week 22;95;77;113;Drenthe;VR03
2020 week 23;95;79;111;Drenthe;VR03
2020 week 24;96;80;112;Drenthe;VR03
2020 week 25;95;80;110;Drenthe;VR03
2020 week 26;95;80;109;Drenthe;VR03
2020 week 27;95;81;109;Drenthe;VR03
2020 week 28;96;81;111;Drenthe;VR03
2020 week 29;96;80;112;Drenthe;VR03
2020 week 30;95;79;110;Drenthe;VR03
2020 week 31;93;77;110;Drenthe;VR03
2020 week 32;94;74;114;Drenthe;VR03
2020 week 33;94;75;114;Drenthe;VR03
2020 week 34;94;76;112;Drenthe;VR03
2020 week 35;94;77;111;Drenthe;VR03
2020 week 36;94;76;111;Drenthe;VR03
2020 week 37;95;77;112;Drenthe;VR03
2020 week 38;95;77;112;Drenthe;VR03
2020 week 39;95;79;111;Drenthe;VR03
2020 week 40;93;77;110;Drenthe;VR03
2020 week 41;93;77;110;Drenthe;VR03
2020 week 42;94;78;109;Drenthe;VR03
2020 week 43;96;79;112;Drenthe;VR03
2020 week 44;97;80;114;Drenthe;VR03
2020 week 45;98;81;114;Drenthe;VR03
2020 week 46;99;80;118;Drenthe;VR03
2020 week 47;102;83;121;Drenthe;VR03
2020 week 48;104;83;125;Drenthe;VR03
2020 week 49;104;81;126;Drenthe;VR03
2020 week 50;105;85;126;Drenthe;VR03
2020 week 51;107;85;128;Drenthe;VR03
2020 week 52;109;83;135;Drenthe;VR03
2020 week 53;111;87;135;Drenthe;VR03
2021 week 1;113;91;135;Drenthe;VR03
2021 week 2;114;92;137;Drenthe;VR03
2021 week 3;114;91;138;Drenthe;VR03
2021 week 4;117;92;142;Drenthe;VR03
2021 week 5;117;90;144;Drenthe;VR03
2021 week 6;117;88;146;Drenthe;VR03
2021 week 7;116;86;147;Drenthe;VR03
2021 week 8;115;82;149;Drenthe;VR03
2021 week 9;113;81;145;Drenthe;VR03
2021 week 10;113;82;144;Drenthe;VR03
2021 week 11;111;83;139;Drenthe;VR03
2021 week 12;108;82;134;Drenthe;VR03
2021 week 13;106;84;129;Drenthe;VR03
2021 week 14;104;86;122;Drenthe;VR03
2021 week 15;103;89;117;Drenthe;VR03
2021 week 16;102;86;118;Drenthe;VR03
2021 week 17;101;87;115;Drenthe;VR03
2021 week 18;99;84;114;Drenthe;VR03
2021 week 19;99;84;115;Drenthe;VR03
2021 week 20;98;80;116;Drenthe;VR03
2021 week 21;97;80;115;Drenthe;VR03
2021 week 22;96;78;114;Drenthe;VR03
2021 week 23;96;80;112;Drenthe;VR03
2021 week 24;97;81;113;Drenthe;VR03
2021 week 25;96;81;111;Drenthe;VR03
2021 week 26;96;81;110;Drenthe;VR03
2021 week 27;96;82;110;Drenthe;VR03
2021 week 28;97;82;112;Drenthe;VR03
2021 week 29;97;81;113;Drenthe;VR03
2021 week 30;95;80;111;Drenthe;VR03
2021 week 31;94;78;111;Drenthe;VR03
2021 week 32;95;75;115;Drenthe;VR03
2021 week 33;95;76;115;Drenthe;VR03
2021 week 34;95;77;113;Drenthe;VR03
2021 week 35;95;78;112;Drenthe;VR03
2021 week 36;95;77;112;Drenthe;VR03
2021 week 37;96;78;113;Drenthe;VR03
2021 week 38;96;78;113;Drenthe;VR03
2021 week 39;96;80;111;Drenthe;VR03
2021 week 40;94;78;111;Drenthe;VR03
2021 week 41;94;78;111;Drenthe;VR03
2021 week 42;95;79;110;Drenthe;VR03
2021 week 43;96;80;113;Drenthe;VR03
2021 week 44;98;81;115;Drenthe;VR03
2021 week 45;99;82;115;Drenthe;VR03
2021 week 46;100;81;118;Drenthe;VR03
2021 week 47;103;84;122;Drenthe;VR03
2021 week 48;105;84;126;Drenthe;VR03
2021 week 49;105;82;127;Drenthe;VR03
2021 week 50;106;86;127;Drenthe;VR03
2021 week 51;108;86;129;Drenthe;VR03
2021 week 52;110;84;136;Drenthe;VR03
2020 week 1;98;81;115;IJsselland;VR04
2020 week 2;98;80;116;IJsselland;VR04
2020 week 3;100;83;117;IJsselland;VR04
2020 week 4;100;82;118;IJsselland;VR04
2020 week 5;99;81;117;IJsselland;VR04
2020 week 6;97;81;113;IJsselland;VR04
2020 week 7;96;77;115;IJsselland;VR04
2020 week 8;94;70;118;IJsselland;VR04
2020 week 9;95;68;122;IJsselland;VR04
2020 week 10;92;62;122;IJsselland;VR04
2020 week 11;91;61;121;IJsselland;VR04
2020 week 12;90;57;123;IJsselland;VR04
2020 week 13;88;56;120;IJsselland;VR04
2020 week 14;88;60;116;IJsselland;VR04
2020 week 15;85;62;108;IJsselland;VR04
2020 week 16;83;64;102;IJsselland;VR04
2020 week 17;83;65;101;IJsselland;VR04
2020 week 18;83;65;101;IJsselland;VR04
2020 week 19;81;66;96;IJsselland;VR04
2020 week 20;80;66;94;IJsselland;VR04
2020 week 21;80;65;95;IJsselland;VR04
2020 week 22;81;67;95;IJsselland;VR04
2020 week 23;80;65;95;IJsselland;VR04
2020 week 24;80;67;93;IJsselland;VR04
2020 week 25;80;67;93;IJsselland;VR04
2020 week 26;79;66;92;IJsselland;VR04
2020 week 27;80;64;96;IJsselland;VR04
2020 week 28;80;65;95;IJsselland;VR04
2020 week 29;77;62;92;IJsselland;VR04
2020 week 30;77;61;93;IJsselland;VR04
2020 week 31;76;60;92;IJsselland;VR04
2020 week 32;76;60;92;IJsselland;VR04
2020 week 33;78;63;93;IJsselland;VR04
2020 week 34;78;66;90;IJsselland;VR04
2020 week 35;77;64;90;IJsselland;VR04
2020 week 36;79;67;91;IJsselland;VR04
2020 week 37;79;66;92;IJsselland;VR04
2020 week 38;81;68;94;IJsselland;VR04
2020 week 39;82;68;96;IJsselland;VR04
2020 week 40;82;67;97;IJsselland;VR04
2020 week 41;82;67;97;IJsselland;VR04
2020 week 42;83;66;100;IJsselland;VR04
2020 week 43;84;66;102;IJsselland;VR04
2020 week 44;84;65;103;IJsselland;VR04
2020 week 45;84;63;105;IJsselland;VR04
2020 week 46;83;64;102;IJsselland;VR04
2020 week 47;85;67;103;IJsselland;VR04
2020 week 48;86;66;106;IJsselland;VR04
2020 week 49;87;70;104;IJsselland;VR04
2020 week 50;90;73;107;IJsselland;VR04
2020 week 51;93;75;111;IJsselland;VR04
2020 week 52;95;79;111;IJsselland;VR04
2020 week 53;97;81;114;IJsselland;VR04
2021 week 1;99;82;116;IJsselland;VR04
2021 week 2;98;80;116;IJsselland;VR04
2021 week 3;101;84;118;IJsselland;VR04
2021 week 4;101;83;119;IJsselland;VR04
2021 week 5;100;82;118;IJsselland;VR04
2021 week 6;98;82;114;IJsselland;VR04
2021 week 7;97;78;116;IJsselland;VR04
2021 week 8;95;71;119;IJsselland;VR04
2021 week 9;96;69;123;IJsselland;VR04
2021 week 10;93;63;123;IJsselland;VR04
2021 week 11;91;61;121;IJsselland;VR04
2021 week 12;91;58;124;IJsselland;VR04
2021 week 13;89;57;121;IJsselland;VR04
2021 week 14;88;60;116;IJsselland;VR04
2021 week 15;86;63;109;IJsselland;VR04
2021 week 16;84;65;103;IJsselland;VR04
2021 week 17;84;66;102;IJsselland;VR04
2021 week 18;84;66;102;IJsselland;VR04
2021 week 19;82;67;97;IJsselland;VR04
2021 week 20;81;67;95;IJsselland;VR04
2021 week 21;81;66;96;IJsselland;VR04
2021 week 22;81;67;95;IJsselland;VR04
2021 week 23;81;66;96;IJsselland;VR04
2021 week 24;81;68;94;IJsselland;VR04
2021 week 25;81;68;94;IJsselland;VR04
2021 week 26;80;67;93;IJsselland;VR04
2021 week 27;81;65;97;IJsselland;VR04
2021 week 28;80;65;95;IJsselland;VR04
2021 week 29;78;63;93;IJsselland;VR04
2021 week 30;78;62;94;IJsselland;VR04
2021 week 31;77;61;93;IJsselland;VR04
2021 week 32;77;61;93;IJsselland;VR04
2021 week 33;79;64;94;IJsselland;VR04
2021 week 34;79;67;91;IJsselland;VR04
2021 week 35;78;65;91;IJsselland;VR04
2021 week 36;79;67;91;IJsselland;VR04
2021 week 37;80;67;93;IJsselland;VR04
2021 week 38;81;68;94;IJsselland;VR04
2021 week 39;83;69;97;IJsselland;VR04
2021 week 40;82;67;97;IJsselland;VR04
2021 week 41;83;68;98;IJsselland;VR04
2021 week 42;84;67;101;IJsselland;VR04
2021 week 43;85;67;103;IJsselland;VR04
2021 week 44;85;66;104;IJsselland;VR04
2021 week 45;85;64;106;IJsselland;VR04
2021 week 46;84;65;103;IJsselland;VR04
2021 week 47;86;68;104;IJsselland;VR04
2021 week 48;86;66;106;IJsselland;VR04
2021 week 49;88;71;105;IJsselland;VR04
2021 week 50;91;74;108;IJsselland;VR04
2021 week 51;94;76;112;IJsselland;VR04
2021 week 52;96;80;112;IJsselland;VR04
2020 week 1;129;105;153;Twente;VR05
2020 week 2;131;105;157;Twente;VR05
2020 week 3;132;105;159;Twente;VR05
2020 week 4;135;105;165;Twente;VR05
2020 week 5;135;106;164;Twente;VR05
2020 week 6;133;102;164;Twente;VR05
2020 week 7;134;98;170;Twente;VR05
2020 week 8;133;97;169;Twente;VR05
2020 week 9;132;97;167;Twente;VR05
2020 week 10;131;97;165;Twente;VR05
2020 week 11;129;98;160;Twente;VR05
2020 week 12;126;98;154;Twente;VR05
2020 week 13;125;98;152;Twente;VR05
2020 week 14;123;102;144;Twente;VR05
2020 week 15;121;102;140;Twente;VR05
2020 week 16;118;98;138;Twente;VR05
2020 week 17;117;96;138;Twente;VR05
2020 week 18;115;90;140;Twente;VR05
2020 week 19;114;89;139;Twente;VR05
2020 week 20;112;88;136;Twente;VR05
2020 week 21;111;85;137;Twente;VR05
2020 week 22;110;85;135;Twente;VR05
2020 week 23;108;85;131;Twente;VR05
2020 week 24;108;88;128;Twente;VR05
2020 week 25;107;91;123;Twente;VR05
2020 week 26;108;93;123;Twente;VR05
2020 week 27;106;90;122;Twente;VR05
2020 week 28;106;91;121;Twente;VR05
2020 week 29;105;88;122;Twente;VR05
2020 week 30;105;89;121;Twente;VR05
2020 week 31;104;86;122;Twente;VR05
2020 week 32;104;85;123;Twente;VR05
2020 week 33;105;84;126;Twente;VR05
2020 week 34;105;84;126;Twente;VR05
2020 week 35;105;84;126;Twente;VR05
2020 week 36;107;84;130;Twente;VR05
2020 week 37;107;85;129;Twente;VR05
2020 week 38;107;87;127;Twente;VR05
2020 week 39;107;87;127;Twente;VR05
2020 week 40;107;86;128;Twente;VR05
2020 week 41;108;88;128;Twente;VR05
2020 week 42;110;87;133;Twente;VR05
2020 week 43;110;88;132;Twente;VR05
2020 week 44;110;87;133;Twente;VR05
2020 week 45;112;89;135;Twente;VR05
2020 week 46;113;90;136;Twente;VR05
2020 week 47;115;95;135;Twente;VR05
2020 week 48;117;96;138;Twente;VR05
2020 week 49;117;98;136;Twente;VR05
2020 week 50;120;100;140;Twente;VR05
2020 week 51;125;104;146;Twente;VR05
2020 week 52;126;105;147;Twente;VR05
2020 week 53;128;106;151;Twente;VR05
2021 week 1;130;106;154;Twente;VR05
2021 week 2;132;106;158;Twente;VR05
2021 week 3;133;106;160;Twente;VR05
2021 week 4;136;106;166;Twente;VR05
2021 week 5;137;108;166;Twente;VR05
2021 week 6;135;104;166;Twente;VR05
2021 week 7;136;100;172;Twente;VR05
2021 week 8;134;98;170;Twente;VR05
2021 week 9;134;99;169;Twente;VR05
2021 week 10;132;98;166;Twente;VR05
2021 week 11;130;99;161;Twente;VR05
2021 week 12;127;99;155;Twente;VR05
2021 week 13;126;99;153;Twente;VR05
2021 week 14;124;103;145;Twente;VR05
2021 week 15;122;103;141;Twente;VR05
2021 week 16;119;99;139;Twente;VR05
2021 week 17;118;97;139;Twente;VR05
2021 week 18;117;92;142;Twente;VR05
2021 week 19;115;90;140;Twente;VR05
2021 week 20;113;89;137;Twente;VR05
2021 week 21;112;86;138;Twente;VR05
2021 week 22;111;86;136;Twente;VR05
2021 week 23;109;86;132;Twente;VR05
2021 week 24;109;89;129;Twente;VR05
2021 week 25;108;92;124;Twente;VR05
2021 week 26;109;94;124;Twente;VR05
2021 week 27;107;91;123;Twente;VR05
2021 week 28;107;92;122;Twente;VR05
2021 week 29;106;89;123;Twente;VR05
2021 week 30;106;90;122;Twente;VR05
2021 week 31;105;87;123;Twente;VR05
2021 week 32;105;86;124;Twente;VR05
2021 week 33;106;85;127;Twente;VR05
2021 week 34;106;85;127;Twente;VR05
2021 week 35;106;85;127;Twente;VR05
2021 week 36;108;85;131;Twente;VR05
2021 week 37;108;86;130;Twente;VR05
2021 week 38;108;88;128;Twente;VR05
2021 week 39;108;88;128;Twente;VR05
2021 week 40;108;87;129;Twente;VR05
2021 week 41;110;90;130;Twente;VR05
2021 week 42;111;88;134;Twente;VR05
2021 week 43;111;89;133;Twente;VR05
2021 week 44;111;88;134;Twente;VR05
2021 week 45;113;90;136;Twente;VR05
2021 week 46;114;91;137;Twente;VR05
2021 week 47;116;96;136;Twente;VR05
2021 week 48;119;98;140;Twente;VR05
2021 week 49;118;99;137;Twente;VR05
2021 week 50;121;101;141;Twente;VR05
2021 week 51;126;105;147;Twente;VR05
2021 week 52;127;106;148;Twente;VR05
2020 week 1;177;148;206;Noord- en Oost-Gelderland;VR06
2020 week 2;179;149;209;Noord- en Oost-Gelderland;VR06
2020 week 3;183;153;213;Noord- en Oost-Gelderland;VR06
2020 week 4;186;159;213;Noord- en Oost-Gelderland;VR06
2020 week 5;188;162;214;Noord- en Oost-Gelderland;VR06
2020 week 6;188;162;214;Noord- en Oost-Gelderland;VR06
2020 week 7;189;157;221;Noord- en Oost-Gelderland;VR06
2020 week 8;187;155;219;Noord- en Oost-Gelderland;VR06
2020 week 9;185;151;219;Noord- en Oost-Gelderland;VR06
2020 week 10;180;146;214;Noord- en Oost-Gelderland;VR06
2020 week 11;176;141;211;Noord- en Oost-Gelderland;VR06
2020 week 12;171;138;204;Noord- en Oost-Gelderland;VR06
2020 week 13;168;138;198;Noord- en Oost-Gelderland;VR06
2020 week 14;162;138;186;Noord- en Oost-Gelderland;VR06
2020 week 15;158;135;181;Noord- en Oost-Gelderland;VR06
2020 week 16;155;137;173;Noord- en Oost-Gelderland;VR06
2020 week 17;155;135;175;Noord- en Oost-Gelderland;VR06
2020 week 18;154;131;177;Noord- en Oost-Gelderland;VR06
2020 week 19;153;131;175;Noord- en Oost-Gelderland;VR06
2020 week 20;150;126;174;Noord- en Oost-Gelderland;VR06
2020 week 21;148;123;173;Noord- en Oost-Gelderland;VR06
2020 week 22;148;120;176;Noord- en Oost-Gelderland;VR06
2020 week 23;147;119;175;Noord- en Oost-Gelderland;VR06
2020 week 24;148;122;174;Noord- en Oost-Gelderland;VR06
2020 week 25;146;122;170;Noord- en Oost-Gelderland;VR06
2020 week 26;144;120;168;Noord- en Oost-Gelderland;VR06
2020 week 27;145;122;168;Noord- en Oost-Gelderland;VR06
2020 week 28;144;116;172;Noord- en Oost-Gelderland;VR06
2020 week 29;143;118;168;Noord- en Oost-Gelderland;VR06
2020 week 30;143;120;166;Noord- en Oost-Gelderland;VR06
2020 week 31;140;117;163;Noord- en Oost-Gelderland;VR06
2020 week 32;141;115;167;Noord- en Oost-Gelderland;VR06
2020 week 33;141;115;167;Noord- en Oost-Gelderland;VR06
2020 week 34;140;112;168;Noord- en Oost-Gelderland;VR06
2020 week 35;141;119;163;Noord- en Oost-Gelderland;VR06
2020 week 36;143;121;165;Noord- en Oost-Gelderland;VR06
2020 week 37;143;121;165;Noord- en Oost-Gelderland;VR06
2020 week 38;144;120;168;Noord- en Oost-Gelderland;VR06
2020 week 39;144;120;168;Noord- en Oost-Gelderland;VR06
2020 week 40;146;122;170;Noord- en Oost-Gelderland;VR06
2020 week 41;149;129;169;Noord- en Oost-Gelderland;VR06
2020 week 42;150;129;171;Noord- en Oost-Gelderland;VR06
2020 week 43;150;127;173;Noord- en Oost-Gelderland;VR06
2020 week 44;154;132;176;Noord- en Oost-Gelderland;VR06
2020 week 45;156;133;179;Noord- en Oost-Gelderland;VR06
2020 week 46;158;138;178;Noord- en Oost-Gelderland;VR06
2020 week 47;160;139;181;Noord- en Oost-Gelderland;VR06
2020 week 48;160;137;183;Noord- en Oost-Gelderland;VR06
2020 week 49;162;138;186;Noord- en Oost-Gelderland;VR06
2020 week 50;166;141;191;Noord- en Oost-Gelderland;VR06
2020 week 51;169;141;197;Noord- en Oost-Gelderland;VR06
2020 week 52;173;146;200;Noord- en Oost-Gelderland;VR06
2020 week 53;176;148;204;Noord- en Oost-Gelderland;VR06
2021 week 1;179;150;208;Noord- en Oost-Gelderland;VR06
2021 week 2;181;151;211;Noord- en Oost-Gelderland;VR06
2021 week 3;184;154;214;Noord- en Oost-Gelderland;VR06
2021 week 4;188;161;215;Noord- en Oost-Gelderland;VR06
2021 week 5;190;164;216;Noord- en Oost-Gelderland;VR06
2021 week 6;189;163;215;Noord- en Oost-Gelderland;VR06
2021 week 7;191;159;223;Noord- en Oost-Gelderland;VR06
2021 week 8;189;157;221;Noord- en Oost-Gelderland;VR06
2021 week 9;187;153;221;Noord- en Oost-Gelderland;VR06
2021 week 10;182;148;216;Noord- en Oost-Gelderland;VR06
2021 week 11;178;143;213;Noord- en Oost-Gelderland;VR06
2021 week 12;173;140;206;Noord- en Oost-Gelderland;VR06
2021 week 13;170;140;200;Noord- en Oost-Gelderland;VR06
2021 week 14;164;140;188;Noord- en Oost-Gelderland;VR06
2021 week 15;159;136;182;Noord- en Oost-Gelderland;VR06
